"likert_or_number","participant_id","question_id","priming","response","response_time","scale_size","question_valence"
"likert","kxh3p5t","20","No Priming",1.03555555555556,20608,9,"Negative"
"likert","kxh3p5t","14","No Priming",6.95720982142857,34122,7,"Positive"
"likert","kxh3p5t","5","No Priming",4.9840625,29857,5,"Positive"
"likert","kxh3p5t","10","No Priming",5.95428571428571,19975,7,"Positive"
"likert","kxh3p5t","12","No Priming",5.97149553571429,218372,7,"Positive"
"likert","kxh3p5t","15","No Priming",3.9360625,58434,5,"Negative"
"likert","kxh3p5t","19","No Priming",4.97333333333333,30356,9,"Negative"
"likert","kxh3p5t","3","No Priming",3.976,6355,5,"Positive"
"likert","kxh3p5t","21","No Priming",4.99111111111111,61907,9,"Negative"
"likert","kxh3p5t","1","No Priming",3.05333333333333,72750,9,"Positive"
"likert","kxh3p5t","18","No Priming",4.93435267857143,8254,7,"Negative"
"likert","kxh3p5t","7","No Priming",7.90666666666667,8520,9,"Positive"
"likert","kxh3p5t","13","No Priming",3.9680625,5376,5,"Positive"
"likert","kxh3p5t","17","No Priming",2.04571428571429,5752,7,"Negative"
"likert","kxh3p5t","2","No Priming",4.9520625,6915,5,"Positive"
"likert","kxh3p5t","4","No Priming",4.96,23280,5,"Positive"
"likert","kxh3p5t","6","No Priming",6.96444444444444,10055,9,"Positive"
"likert","kxh3p5t","11","No Priming",6.95714285714286,4826,7,"Positive"
"likert","kxh3p5t","9","No Priming",3.9600625,5234,5,"Positive"
"number","kxh3p5t","g","No Priming",4.015,4107,10,""
"number","kxh3p5t","b","No Priming",7.94125,3253,10,""
"number","kxh3p5t","c","No Priming",5.01625,1640,10,""
"number","kxh3p5t","f","No Priming",2.06875,2415,10,""
"number","kxh3p5t","i","No Priming",3.07,1634,10,""
"number","kxh3p5t","a","No Priming",5.9725,1695,10,""
"number","kxh3p5t","j","No Priming",9.955,1860,10,""
"number","kxh3p5t","e","No Priming",7.94125,1955,10,""
"number","kxh3p5t","d","No Priming",8.93125,2713,10,""
"number","kxh3p5t","h","No Priming",2.1025,1867,10,""
"number","l1eq93o","a","Priming",5.995,8733,10,""
"number","l1eq93o","h","Priming",2.08,8430,10,""
"number","l1eq93o","i","Priming",3.05875,5514,10,""
"number","l1eq93o","e","Priming",7.9525,2639,10,""
"number","l1eq93o","c","Priming",5.0275,2346,10,""
"number","l1eq93o","d","Priming",8.93125,6112,10,""
"number","l1eq93o","f","Priming",2.1025,4089,10,""
"number","l1eq93o","j","Priming",9.96625,8729,10,""
"number","l1eq93o","g","Priming",4.02625,5214,10,""
"number","l1eq93o","b","Priming",7.98625,4824,10,""
"likert","l1eq93o","11","Priming",6.98518513997396,57025,9,"Positive"
"likert","l1eq93o","13","Priming",2.992,11824,5,"Positive"
"likert","l1eq93o","2","Priming",4.264,14057,5,"Positive"
"likert","l1eq93o","7","Priming",4.96,11569,7,"Positive"
"likert","l1eq93o","18","Priming",5.88580348423549,8579,7,"Negative"
"likert","l1eq93o","19","Priming",2.736,28218,5,"Negative"
"likert","l1eq93o","9","Priming",2.34857125418527,9718,7,"Positive"
"likert","l1eq93o","8","Priming",3.30527777777778,22975,9,"Positive"
"likert","l1eq93o","20","Priming",1.04740736219618,41636,9,"Negative"
"likert","l1eq93o","16","Priming",7.52740736219618,13960,9,"Negative"
"likert","l1eq93o","14","Priming",6.96571428571429,10593,7,"Positive"
"likert","l1eq93o","1","Priming",3.06518513997396,30737,9,"Positive"
"likert","l1eq93o","12","Priming",4.424,6788,5,"Positive"
"likert","l1eq93o","6","Priming",4.048,35254,5,"Positive"
"likert","l1eq93o","3","Priming",8.13185180664063,12090,9,"Positive"
"likert","l1eq93o","21","Priming",3.83714285714286,7800,7,"Negative"
"likert","l1eq93o","10","Priming",4.28294634137835,13627,7,"Positive"
"likert","l1eq93o","5","Priming",4.00808325195313,8237,5,"Positive"
"likert","l1eq93o","17","Priming",3.27851847330729,14546,9,"Negative"
"number","lmo593q","b","Priming",7.94125,1952,10,""
"number","lmo593q","g","Priming",4.04875,2193,10,""
"number","lmo593q","e","Priming",8.03125,1402,10,""
"number","lmo593q","a","Priming",6.00625,1200,10,""
"number","lmo593q","d","Priming",8.95375,1507,10,""
"number","lmo593q","h","Priming",2.09125,3188,10,""
"number","lmo593q","i","Priming",3.0475,1660,10,""
"number","lmo593q","c","Priming",4.96,3456,10,""
"number","lmo593q","f","Priming",2.1025,1864,10,""
"number","lmo593q","j","Priming",9.9325,2048,10,""
"likert","lmo593q","10","Priming",5.97777777777778,49224,9,"Positive"
"likert","lmo593q","9","Priming",4.00857142857143,11487,7,"Positive"
"likert","lmo593q","18","Priming",3.960125,21650,5,"Negative"
"likert","lmo593q","6","Priming",5.93714285714286,11055,7,"Positive"
"likert","lmo593q","19","Priming",4.97333333333333,13836,9,"Negative"
"likert","lmo593q","13","Priming",4.03111111111111,4934,9,"Positive"
"likert","lmo593q","8","Priming",2.6,10455,5,"Positive"
"likert","lmo593q","20","Priming",0.820133928571429,17526,7,"Negative"
"likert","lmo593q","5","Priming",7,12193,9,"Positive"
"likert","lmo593q","3","Priming",8.96444444444444,4174,9,"Positive"
"likert","lmo593q","16","Priming",5.00888888888889,5855,9,"Negative"
"likert","lmo593q","7","Priming",3.992,8184,5,"Positive"
"likert","lmo593q","4","Priming",4.01727678571429,6115,7,"Positive"
"likert","lmo593q","1","Priming",1.744125,5998,5,"Positive"
"likert","lmo593q","2","Priming",5.94584821428571,5659,7,"Positive"
"likert","lmo593q","17","Priming",2.6115625,5652,7,"Negative"
"likert","lmo593q","15","Priming",5.37142857142857,3996,7,"Negative"
"likert","lmo593q","11","Priming",3.984,9514,5,"Positive"
"likert","lmo593q","14","Priming",5.608,9368,5,"Positive"
"likert","lmo593q","12","Priming",8.95555555555556,3860,9,"Positive"
"number","lopefua","h","Priming",2.2375,5424,10,""
"number","lopefua","i","Priming",3.26125,3030,10,""
"number","lopefua","f","Priming",2.0125,1797,10,""
"number","lopefua","b","Priming",8.05375,2807,10,""
"number","lopefua","c","Priming",4.9825,2270,10,""
"number","lopefua","g","Priming",4.07125,4934,10,""
"number","lopefua","d","Priming",8.9875,4101,10,""
"number","lopefua","a","Priming",6.04,1935,10,""
"number","lopefua","j","Priming",9.78625,3753,10,""
"number","lopefua","e","Priming",8.05375,1721,10,""
"likert","lopefua","7","Priming",6.88,13628,7,"Positive"
"likert","lopefua","17","Priming",3.12444444444444,5514,9,"Negative"
"likert","lopefua","1","Priming",3.21333333333333,10299,9,"Positive"
"likert","lopefua","10","Priming",5.93714285714286,9544,7,"Positive"
"likert","lopefua","13","Priming",4.08444444444444,6750,9,"Positive"
"likert","lopefua","11","Priming",4.864,7063,5,"Positive"
"likert","lopefua","3","Priming",8.76,5628,9,"Positive"
"likert","lopefua","18","Priming",5.17428571428571,4633,7,"Negative"
"likert","lopefua","5","Priming",4.968,5800,5,"Positive"
"likert","lopefua","4","Priming",4.888,8160,5,"Positive"
"likert","lopefua","19","Priming",3.28857142857143,6136,7,"Negative"
"likert","lopefua","14","Priming",4.992,8196,5,"Positive"
"likert","lopefua","2","Priming",6.85428571428571,11079,7,"Positive"
"likert","lopefua","12","Priming",8.70666666666667,5884,9,"Positive"
"likert","lopefua","6","Priming",7.13333333333333,4436,9,"Positive"
"likert","lopefua","21","Priming",1.184,7551,5,"Negative"
"likert","lopefua","20","Priming",1.07714285714286,6035,7,"Negative"
"likert","lopefua","9","Priming",4.14666666666667,5213,9,"Positive"
"likert","lopefua","8","Priming",3.992,3501,5,"Positive"
"likert","lub41gq","8","No Priming",3.452,26790,5,"Positive"
"likert","lub41gq","17","No Priming",4.516125,12612,5,"Negative"
"likert","lub41gq","5","No Priming",4.324125,10893,5,"Positive"
"likert","lub41gq","21","No Priming",2.02428571428571,12066,7,"Negative"
"likert","lub41gq","3","No Priming",8.18666666666667,11375,9,"Positive"
"likert","lub41gq","9","No Priming",3.124,8860,5,"Positive"
"likert","lub41gq","15","No Priming",7.05777777777778,11570,9,"Negative"
"likert","lub41gq","2","No Priming",7.38666666666667,8529,9,"Positive"
"likert","lub41gq","18","No Priming",3.244125,6686,5,"Negative"
"likert","lub41gq","19","No Priming",5.36888888888889,15992,9,"Negative"
"likert","lub41gq","11","No Priming",6.41285714285714,8277,7,"Positive"
"likert","lub41gq","13","No Priming",4.82666666666667,6903,9,"Positive"
"likert","lub41gq","7","No Priming",6.41285714285714,8362,7,"Positive"
"likert","lub41gq","12","No Priming",8.47111111111111,6295,9,"Positive"
"likert","lub41gq","10","No Priming",4.668,8107,5,"Positive"
"likert","lub41gq","14","No Priming",10.2133333333333,9232,9,"Positive"
"likert","lub41gq","6","No Priming",5.32428571428571,7722,7,"Positive"
"likert","lub41gq","1","No Priming",3.77299107142857,7942,7,"Positive"
"likert","lub41gq","16","No Priming",3.70428571428571,5500,7,"Negative"
"likert","lub41gq","4","No Priming",5.02441964285714,6705,7,"Positive"
"likert","lub41gq","20","No Priming",0.644125,8270,5,"Negative"
"number","lub41gq","e","No Priming",7.901875,2901,10,""
"number","lub41gq","c","No Priming",4.976875,1849,10,""
"number","lub41gq","h","No Priming",2.085625,4175,10,""
"number","lub41gq","b","No Priming",7.924375,2090,10,""
"number","lub41gq","g","No Priming",4.020625,4808,10,""
"number","lub41gq","i","No Priming",2.985625,1809,10,""
"number","lub41gq","j","No Priming",9.904375,5126,10,""
"number","lub41gq","d","No Priming",8.813125,1703,10,""
"number","lub41gq","a","No Priming",5.944375,1881,10,""
"number","lub41gq","f","No Priming",2.029375,1974,10,""
"number","m721pgq","h","Priming",2.035,31485,10,""
"number","m721pgq","c","Priming",4.9825,6548,10,""
"number","m721pgq","f","Priming",2.035,5712,10,""
"number","m721pgq","j","Priming",9.98875,3979,10,""
"number","m721pgq","a","Priming",5.95,5678,10,""
"number","m721pgq","b","Priming",8.00875,8913,10,""
"number","m721pgq","e","Priming",7.9525,3064,10,""
"number","m721pgq","g","Priming",4.0375,5194,10,""
"number","m721pgq","i","Priming",3.10375,2697,10,""
"number","m721pgq","d","Priming",8.93125,2183,10,""
"likert","m721pgq","2","Priming",6.89714285714286,20999,7,"Positive"
"likert","m721pgq","17","Priming",2.21714285714286,15014,7,"Negative"
"likert","m721pgq","9","Priming",4.07714285714286,12349,7,"Positive"
"likert","m721pgq","18","Priming",3.016,12499,5,"Negative"
"likert","m721pgq","16","Priming",2.128,9899,5,"Negative"
"likert","m721pgq","1","Priming",3.12444444444444,22005,9,"Positive"
"likert","m721pgq","15","Priming",1.864,8994,5,"Negative"
"likert","m721pgq","10","Priming",5.024,12579,5,"Positive"
"likert","m721pgq","5","Priming",4.92,9052,5,"Positive"
"likert","m721pgq","14","Priming",4.944,11750,5,"Positive"
"likert","m721pgq","7","Priming",7.88888888888889,11032,9,"Positive"
"likert","m721pgq","11","Priming",8.01333333333333,10197,9,"Positive"
"likert","m721pgq","4","Priming",7,6895,9,"Positive"
"likert","m721pgq","6","Priming",7.99555555555556,7430,9,"Positive"
"likert","m721pgq","3","Priming",5.97142857142857,15699,7,"Positive"
"likert","m721pgq","19","Priming",1.53142857142857,10403,7,"Negative"
"likert","m721pgq","20","Priming",1.01714285714286,8115,7,"Negative"
"likert","m721pgq","13","Priming",3.952,6866,5,"Positive"
"likert","m721pgq","12","Priming",6.77714285714286,6012,7,"Positive"
"likert","m721pgq","8","Priming",6.04888888888889,14531,9,"Positive"
"likert","m79vcke","5","No Priming",6.91111111111111,29648,9,"Positive"
"likert","m79vcke","11","No Priming",4.92,9134,5,"Positive"
"likert","m79vcke","20","No Priming",1.02666666666667,18624,9,"Negative"
"likert","m79vcke","9","No Priming",3.9600625,13277,5,"Positive"
"likert","m79vcke","12","No Priming",6.88006696428571,6196,7,"Positive"
"likert","m79vcke","2","No Priming",7.96888888888889,15967,9,"Positive"
"likert","m79vcke","7","No Priming",4.968,5680,5,"Positive"
"likert","m79vcke","1","No Priming",2.98222222222222,11426,9,"Positive"
"likert","m79vcke","6","No Priming",7.00888888888889,14599,9,"Positive"
"likert","m79vcke","13","No Priming",3.9840625,10597,5,"Positive"
"likert","m79vcke","10","No Priming",5.95428571428571,11770,7,"Positive"
"likert","m79vcke","17","No Priming",2.02857142857143,7248,7,"Negative"
"likert","m79vcke","19","No Priming",1.032,7234,5,"Negative"
"likert","m79vcke","3","No Priming",8.88444444444444,9515,9,"Positive"
"likert","m79vcke","14","No Priming",8.26006696428571,20216,7,"Positive"
"likert","m79vcke","21","No Priming",2.99720982142857,6845,7,"Negative"
"number","m79vcke","j","No Priming",9.955,5550,10,""
"number","m79vcke","i","No Priming",3.05875,3448,10,""
"number","m79vcke","g","No Priming",4.00375,2382,10,""
"number","m79vcke","c","No Priming",5.03875,1999,10,""
"number","m79vcke","b","No Priming",7.96375,2085,10,""
"number","m79vcke","h","No Priming",2.04625,1985,10,""
"number","m79vcke","a","No Priming",6.00625,1798,10,""
"number","m79vcke","f","No Priming",2.0575,2099,10,""
"number","m79vcke","d","No Priming",8.90875,1932,10,""
"number","m79vcke","e","No Priming",7.975,1616,10,""
"likert","mnuyszj","21","No Priming",4.39435267857143,27352,7,"Negative"
"likert","mnuyszj","6","No Priming",5.49149553571429,18435,7,"Positive"
"likert","mnuyszj","12","No Priming",6.39149553571429,10161,7,"Positive"
"likert","mnuyszj","7","No Priming",6.03111111111111,7144,9,"Positive"
"likert","mnuyszj","5","No Priming",6.69777777777778,12423,9,"Positive"
"likert","mnuyszj","10","No Priming",4.368,6196,5,"Positive"
"likert","mnuyszj","13","No Priming",2.90222222222222,6953,9,"Positive"
"likert","mnuyszj","20","No Priming",1.00888888888889,14779,9,"Negative"
"likert","mnuyszj","11","No Priming",5.09777777777778,8452,9,"Positive"
"likert","mnuyszj","9","No Priming",3.28863839285714,12320,7,"Positive"
"likert","mnuyszj","16","No Priming",3.664,6139,5,"Negative"
"likert","mnuyszj","2","No Priming",5.90292410714286,5524,7,"Positive"
"likert","mnuyszj","1","No Priming",2.43149553571429,359000,7,"Positive"
"likert","mnuyszj","8","No Priming",3.6080625,17128,5,"Positive"
"likert","mnuyszj","17","No Priming",2.65428571428571,5883,7,"Negative"
"likert","mnuyszj","14","No Priming",8.96444444444444,10879,9,"Positive"
"likert","mnuyszj","19","No Priming",2.544,7796,5,"Negative"
"likert","mnuyszj","15","No Priming",3.5520625,3884,5,"Negative"
"likert","mnuyszj","18","No Priming",7.39111111111111,7707,9,"Negative"
"likert","mnuyszj","4","No Priming",3.528,5361,5,"Positive"
"likert","mnuyszj","3","No Priming",4.424,2724,5,"Positive"
"number","mnuyszj","h","No Priming",2.0575,2351,10,""
"number","mnuyszj","g","No Priming",4.015,1879,10,""
"number","mnuyszj","c","No Priming",4.97125,1409,10,""
"number","mnuyszj","e","No Priming",7.96375,3122,10,""
"number","mnuyszj","d","No Priming",8.93125,2252,10,""
"number","mnuyszj","i","No Priming",3.0475,2287,10,""
"number","mnuyszj","j","No Priming",9.955,2099,10,""
"number","mnuyszj","a","No Priming",5.995,1848,10,""
"number","mnuyszj","f","No Priming",2.1025,2100,10,""
"number","mnuyszj","b","No Priming",7.94125,2668,10,""
"likert","nhece4p","19","No Priming",4.92571428571429,10058,7,"Negative"
"likert","nhece4p","18","No Priming",3.56,6113,5,"Negative"
"likert","nhece4p","8","No Priming",4.95142857142857,2661,7,"Positive"
"likert","nhece4p","2","No Priming",4.896,6590,5,"Positive"
"likert","nhece4p","14","No Priming",8.76888888888889,5933,9,"Positive"
"likert","nhece4p","17","No Priming",2.16571428571429,7611,7,"Negative"
"likert","nhece4p","21","No Priming",3,2814,9,"Negative"
"likert","nhece4p","4","No Priming",4.94285714285714,3684,7,"Positive"
"likert","nhece4p","11","No Priming",7.92444444444444,8676,9,"Positive"
"likert","nhece4p","3","No Priming",5.92444444444444,1994,9,"Positive"
"likert","nhece4p","5","No Priming",4.672,1711,5,"Positive"
"likert","nhece4p","10","No Priming",4.872,2642,5,"Positive"
"likert","nhece4p","7","No Priming",8.80444444444444,2945,9,"Positive"
"likert","nhece4p","1","No Priming",4.824,6179,5,"Positive"
"likert","nhece4p","15","No Priming",4.88285714285714,3845,7,"Negative"
"likert","nhece4p","20","No Priming",0.905714285714286,3394,7,"Negative"
"likert","nhece4p","12","No Priming",4.864,3193,5,"Positive"
"likert","nhece4p","6","No Priming",7.08888888888889,6195,9,"Positive"
"number","nhece4p","i","No Priming",3.01375,4660,10,""
"number","nhece4p","j","No Priming",9.96625,2547,10,""
"number","nhece4p","g","No Priming",4.015,8445,10,""
"number","nhece4p","f","No Priming",2.13625,2292,10,""
"number","nhece4p","b","No Priming",7.85125,2079,10,""
"number","nhece4p","h","No Priming",1.97875,1780,10,""
"number","nhece4p","e","No Priming",8.07625,3180,10,""
"number","nhece4p","c","No Priming",5.06125,4078,10,""
"number","nhece4p","a","No Priming",5.91625,1661,10,""
"number","nhece4p","d","No Priming",8.99875,1679,10,""
"likert","nk67alp","18","No Priming",3.9520625,8787,5,"Negative"
"likert","nk67alp","13","No Priming",4.04,91964,9,"Positive"
"likert","nk67alp","3","No Priming",3.96,33151,5,"Positive"
"likert","nk67alp","16","No Priming",5.83555555555556,52285,9,"Negative"
"likert","nk67alp","10","No Priming",6.02222222222222,45818,9,"Positive"
"likert","nk67alp","9","No Priming",7.90666666666667,21950,9,"Positive"
"likert","nk67alp","1","No Priming",3.04863839285714,12393,7,"Positive"
"likert","nk67alp","20","No Priming",1.10292410714286,103747,7,"Negative"
"likert","nk67alp","15","No Priming",6.94666666666667,10614,9,"Negative"
"likert","nk67alp","6","No Priming",5.98863839285714,9269,7,"Positive"
"likert","nk67alp","4","No Priming",4.96,18814,5,"Positive"
"likert","nk67alp","12","No Priming",6.90578125,82965,7,"Positive"
"likert","nk67alp","14","No Priming",6.87149553571429,14771,7,"Positive"
"number","nk67alp","e","No Priming",7.96375,3755,10,""
"number","nk67alp","d","No Priming",8.88625,2633,10,""
"number","nk67alp","j","No Priming",9.865,4032,10,""
"number","nk67alp","i","No Priming",3.01375,3219,10,""
"number","nk67alp","f","No Priming",2.09125,4309,10,""
"number","nk67alp","c","No Priming",5.0275,3104,10,""
"number","nk67alp","h","No Priming",2.04625,3285,10,""
"number","nk67alp","a","No Priming",5.96125,2321,10,""
"number","nk67alp","b","No Priming",7.9525,2066,10,""
"number","nk67alp","g","No Priming",4.04875,4105,10,""
"likert","np1a8e8","9","No Priming",4.05142857142857,14004,7,"Positive"
"likert","np1a8e8","16","No Priming",6.03111111111111,6560,9,"Negative"
"likert","np1a8e8","13","No Priming",3.92,5160,5,"Positive"
"likert","np1a8e8","11","No Priming",7.88888888888889,4276,9,"Positive"
"likert","np1a8e8","2","No Priming",4.984,8757,5,"Positive"
"likert","np1a8e8","6","No Priming",5.92857142857143,7805,7,"Positive"
"likert","np1a8e8","12","No Priming",8.77777777777778,10457,9,"Positive"
"likert","np1a8e8","20","No Priming",0.94,3026,7,"Negative"
"likert","np1a8e8","7","No Priming",5.024,5308,5,"Positive"
"likert","np1a8e8","3","No Priming",8.94666666666667,3840,9,"Positive"
"likert","np1a8e8","10","No Priming",4.968,4629,5,"Positive"
"likert","np1a8e8","14","No Priming",6.93142857142857,2561,7,"Positive"
"likert","np1a8e8","1","No Priming",3.07111111111111,3711,9,"Positive"
"likert","np1a8e8","21","No Priming",1.04,3428,5,"Negative"
"likert","np1a8e8","17","No Priming",1.98571428571429,2295,7,"Negative"
"likert","np1a8e8","18","No Priming",4.95142857142857,2878,7,"Negative"
"likert","np1a8e8","5","No Priming",5.91142857142857,7259,7,"Positive"
"likert","np1a8e8","8","No Priming",3.848,7153,5,"Positive"
"number","np1a8e8","d","No Priming",8.965,1964,10,""
"number","np1a8e8","f","No Priming",1.93375,1879,10,""
"number","np1a8e8","b","No Priming",7.9075,2694,10,""
"number","np1a8e8","e","No Priming",7.96375,1812,10,""
"number","np1a8e8","i","No Priming",3.115,1529,10,""
"number","np1a8e8","h","No Priming",1.97875,1533,10,""
"number","np1a8e8","j","No Priming",10.09,1661,10,""
"number","np1a8e8","c","No Priming",5.06125,1596,10,""
"number","np1a8e8","a","No Priming",6.09625,1411,10,""
"number","np1a8e8","g","No Priming",4.00375,1862,10,""
"number","npqgd4a","h","Priming",2.0575,61825,10,""
"number","npqgd4a","b","Priming",7.9525,7123,10,""
"number","npqgd4a","c","Priming",5.0275,21148,10,""
"number","npqgd4a","d","Priming",8.88625,5361,10,""
"number","npqgd4a","i","Priming",3.025,3227,10,""
"number","npqgd4a","e","Priming",7.9975,4512,10,""
"number","npqgd4a","f","Priming",2.125,8894,10,""
"number","npqgd4a","a","Priming",6.02875,8515,10,""
"number","npqgd4a","g","Priming",3.97,3863,10,""
"number","npqgd4a","j","Priming",9.92125,4943,10,""
"likert","npqgd4a","17","Priming",3.01428571428571,80316,7,"Negative"
"likert","npqgd4a","3","Priming",4.008,13937,5,"Positive"
"likert","npqgd4a","4","Priming",3.984,17417,5,"Positive"
"likert","npqgd4a","9","Priming",5.98857142857143,29810,7,"Positive"
"likert","npqgd4a","14","Priming",9.37333333333333,36108,9,"Positive"
"likert","npqgd4a","8","Priming",4.05142857142857,32882,7,"Positive"
"likert","npqgd4a","15","Priming",5.95428571428571,33517,7,"Negative"
"likert","npqgd4a","5","Priming",4.072,20311,5,"Positive"
"likert","npqgd4a","7","Priming",9.16888888888889,11597,9,"Positive"
"likert","npqgd4a","16","Priming",7.07111111111111,14977,9,"Negative"
"likert","npqgd4a","18","Priming",4.016,12110,5,"Negative"
"likert","npqgd4a","6","Priming",3.928,27983,5,"Positive"
"likert","npqgd4a","19","Priming",5.99555555555556,42419,9,"Negative"
"likert","npqgd4a","12","Priming",5.90285714285714,7943,7,"Positive"
"likert","npqgd4a","1","Priming",2.13777777777778,12341,9,"Positive"
"likert","npqgd4a","11","Priming",4.944,9810,5,"Positive"
"likert","npqgd4a","13","Priming",2.95428571428571,13244,7,"Positive"
"likert","npqgd4a","10","Priming",4.90857142857143,34428,7,"Positive"
"likert","npqgd4a","2","Priming",6.88444444444444,23844,9,"Positive"
"likert","npqgd4a","20","Priming",0.984,26314,5,"Negative"
"number","nxcpt8u","d","Priming",8.92,3017,10,""
"number","nxcpt8u","h","Priming",2.00125,1978,10,""
"number","nxcpt8u","c","Priming",4.99375,1761,10,""
"number","nxcpt8u","g","Priming",4.00375,2181,10,""
"number","nxcpt8u","e","Priming",7.91875,1767,10,""
"number","nxcpt8u","i","Priming",3.025,1656,10,""
"number","nxcpt8u","a","Priming",5.98375,1731,10,""
"number","nxcpt8u","b","Priming",7.94125,1575,10,""
"number","nxcpt8u","f","Priming",5.82625,2012,10,""
"number","nxcpt8u","j","Priming",9.9775,4066,10,""
"likert","nxcpt8u","2","Priming",7.96,8999,9,"Positive"
"likert","nxcpt8u","1","Priming",3.0320625,4956,5,"Positive"
"likert","nxcpt8u","4","Priming",4.99111111111111,6661,9,"Positive"
"likert","nxcpt8u","8","Priming",3.98285714285714,16591,7,"Positive"
"likert","nxcpt8u","12","Priming",8.94666666666667,8626,9,"Positive"
"likert","nxcpt8u","16","Priming",3.95714285714286,4567,7,"Negative"
"likert","nxcpt8u","18","Priming",6.97333333333333,5335,9,"Negative"
"likert","nxcpt8u","9","Priming",4.0160625,11306,5,"Positive"
"likert","nxcpt8u","20","Priming",0.974352678571429,12427,7,"Negative"
"likert","nxcpt8u","19","Priming",1.04,12766,5,"Negative"
"likert","nxcpt8u","17","Priming",1.04,6535,5,"Negative"
"likert","nxcpt8u","10","Priming",5.95428571428571,7939,7,"Positive"
"likert","nxcpt8u","15","Priming",6.93777777777778,21536,9,"Negative"
"likert","nxcpt8u","21","Priming",3.02292410714286,4221,7,"Negative"
"likert","nxcpt8u","7","Priming",4.976,3242,5,"Positive"
"likert","nxcpt8u","5","Priming",4.9520625,2901,5,"Positive"
"likert","nxcpt8u","6","Priming",6.85777777777778,11093,9,"Positive"
"likert","nxcpt8u","11","Priming",7.96,7648,9,"Positive"
"likert","nxcpt8u","3","Priming",6.96571428571429,9604,7,"Positive"
"likert","nxcpt8u","14","Priming",4.9600625,2660,5,"Positive"
"number","olm5p8q","h","Priming",2.051875,7267,10,""
"number","olm5p8q","d","Priming",8.936875,1834,10,""
"number","olm5p8q","b","Priming",7.958125,1659,10,""
"number","olm5p8q","i","Priming",3.041875,2220,10,""
"number","olm5p8q","f","Priming",2.074375,2379,10,""
"number","olm5p8q","g","Priming",4.054375,2353,10,""
"number","olm5p8q","a","Priming",6.011875,1388,10,""
"number","olm5p8q","c","Priming",5.010625,1333,10,""
"number","olm5p8q","j","Priming",9.938125,2290,10,""
"number","olm5p8q","e","Priming",7.924375,1469,10,""
"likert","olm5p8q","7","Priming",7.94666666666667,91212,9,"Positive"
"likert","olm5p8q","16","Priming",1.988,14190,5,"Negative"
"likert","olm5p8q","15","Priming",7.06666666666667,11225,9,"Negative"
"likert","olm5p8q","2","Priming",7.39555555555556,7873,9,"Positive"
"likert","olm5p8q","19","Priming",1.98,13760,5,"Negative"
"likert","olm5p8q","18","Priming",5.19584821428571,10033,7,"Negative"
"likert","olm5p8q","12","Priming",6.51584821428571,7782,7,"Positive"
"likert","olm5p8q","13","Priming",3.70666666666667,10009,9,"Positive"
"likert","olm5p8q","6","Priming",5.61571428571429,15031,7,"Positive"
"likert","olm5p8q","5","Priming",4.388,3719,5,"Positive"
"likert","olm5p8q","3","Priming",4.532125,4616,5,"Positive"
"likert","olm5p8q","11","Priming",7.12,18906,9,"Positive"
"likert","olm5p8q","1","Priming",3.21777777777778,6381,9,"Positive"
"likert","olm5p8q","20","Priming",1.00441964285714,16204,7,"Negative"
"likert","olm5p8q","14","Priming",6.97857142857143,4733,7,"Positive"
"likert","olm5p8q","17","Priming",1.980125,4737,5,"Negative"
"likert","olm5p8q","4","Priming",3.444125,7836,5,"Positive"
"likert","olm5p8q","10","Priming",4.028,4229,5,"Positive"
"likert","oo4rh7s","7","No Priming",5.096,10980,5,"Positive"
"likert","oo4rh7s","18","No Priming",4.96006696428571,18709,7,"Negative"
"likert","oo4rh7s","8","No Priming",3.9760625,6794,5,"Positive"
"likert","oo4rh7s","4","No Priming",5.81714285714286,9248,7,"Positive"
"likert","oo4rh7s","21","No Priming",1.6160625,11541,5,"Negative"
"likert","oo4rh7s","6","No Priming",4.08578125,8915,7,"Positive"
"likert","oo4rh7s","2","No Priming",6.22006696428571,8657,7,"Positive"
"likert","oo4rh7s","3","No Priming",4.248,6558,5,"Positive"
"likert","oo4rh7s","10","No Priming",4.448,8363,5,"Positive"
"likert","oo4rh7s","14","No Priming",5.9040625,5459,5,"Positive"
"likert","oo4rh7s","5","No Priming",7.64,7908,9,"Positive"
"likert","oo4rh7s","13","No Priming",5.92006696428571,6877,7,"Positive"
"likert","oo4rh7s","12","No Priming",6.48578125,3071,7,"Positive"
"likert","oo4rh7s","19","No Priming",3.03555555555556,4663,9,"Negative"
"likert","oo4rh7s","20","No Priming",0.7600625,5067,5,"Negative"
"likert","oo4rh7s","15","No Priming",6.82222222222222,15787,9,"Negative"
"likert","oo4rh7s","16","No Priming",5.92444444444444,13058,9,"Negative"
"likert","oo4rh7s","1","No Priming",3.44444444444444,15453,9,"Positive"
"likert","oo4rh7s","11","No Priming",5.96285714285714,37836,7,"Positive"
"likert","oo4rh7s","17","No Priming",2.96444444444444,33124,9,"Negative"
"likert","oo4rh7s","9","No Priming",4.01333333333333,11725,9,"Positive"
"number","oo4rh7s","g","No Priming",4.04875,14002,10,""
"number","oo4rh7s","j","No Priming",9.955,3314,10,""
"number","oo4rh7s","b","No Priming",7.93,2730,10,""
"number","oo4rh7s","f","No Priming",2.035,2396,10,""
"number","oo4rh7s","a","No Priming",6.00625,3689,10,""
"number","oo4rh7s","d","No Priming",8.90875,10244,10,""
